iter, logposterior
0, -247.57281532
1, -247.29144102
2, -246.92097285
3, -241.85802419
4, -239.82881409
5, -238.24810091
6, -233.72704249
7, -188.15770134
8, -188.15770134
9, -188.15770134
10, -188.54605778
11, -188.54605778
12, -188.54605778
13, -188.54605778
14, -188.54605778
15, -188.54605778
16, -188.54605778
17, -188.54605778
18, -188.54605778
19, -188.38039523
20, -183.25325977
21, -182.73480515
22, -182.73480515
23, -182.77201128
24, -182.77201128
25, -183.05033369
26, -183.05033369
27, -183.05033369
28, -183.05033369
29, -183.05033369
30, -183.05033369
31, -183.05033369
32, -183.05033369
33, -183.05033369
34, -183.05033369
35, -183.05033369
36, -183.05033369
37, -183.05033369
38, -182.34988224
39, -182.34988224
40, -182.34988224
41, -182.44299507
42, -182.30039737
43, -181.1510697
44, -181.1510697
45, -181.1510697
46, -180.95567708
47, -181.05207334
48, -181.05207334
49, -181.05207334
50, -181.05207334
51, -181.05207334
52, -181.05207334
53, -181.05207334
54, -181.05207334
55, -180.87693558
56, -182.11619892
57, -181.56714779
58, -181.56714779
59, -182.897641
60, -182.897641
61, -182.897641
62, -182.897641
63, -182.897641
64, -182.89503056
65, -182.89503056
66, -182.89503056
67, -182.89503056
68, -182.89503056
69, -182.89503056
70, -182.89503056
71, -182.89503056
72, -182.89503056
73, -182.93550106
74, -182.93550106
75, -182.93550106
76, -183.41619766
77, -183.41619766
78, -183.41619766
79, -183.52355177
80, -181.56354657
81, -181.56354657
82, -181.56354657
83, -181.56354657
84, -181.56354657
85, -181.56354657
86, -181.56354657
87, -181.56354657
88, -181.56354657
89, -181.56354657
90, -181.56354657
91, -181.5102275
92, -181.74776425
93, -183.76094869
94, -183.76094869
95, -183.55660022
96, -183.55660022
97, -183.55660022
98, -183.67894573
99, -183.67894573
100, -183.54224285
101, -183.54224285
102, -183.54224285
103, -183.54224285
104, -183.54224285
105, -183.54224285
106, -183.54224285
107, -183.54224285
108, -183.54224285
109, -184.38569123
110, -184.38569123
111, -183.04772844
112, -182.61577552
113, -182.89140031
114, -182.61356743
115, -182.61356743
116, -182.61356743
117, -182.61356743
118, -182.61356743
119, -182.61356743
120, -182.61356743
121, -182.61356743
122, -182.61356743
123, -182.61356743
124, -182.61356743
125, -182.61356743
126, -182.61356743
127, -182.58695807
128, -181.33504174
129, -182.77447478
130, -182.77447478
131, -182.77447478
132, -182.77447478
133, -182.77447478
134, -182.77447478
135, -182.77447478
136, -183.13127051
137, -183.24692217
138, -183.24692217
139, -183.24692217
140, -183.24692217
141, -183.24692217
142, -183.24692217
143, -183.24692217
144, -183.24692217
145, -183.08785552
146, -183.08785552
147, -182.43718862
148, -182.43718862
149, -182.25631411
150, -181.92167698
151, -181.92167698
152, -179.72937093
153, -179.72937093
154, -179.72937093
155, -179.72937093
156, -179.72937093
157, -179.72937093
158, -179.72937093
159, -179.72937093
160, -179.72937093
161, -179.72937093
162, -179.72937093
163, -179.2058681
164, -179.2058681
165, -179.17946832
166, -178.94448688
167, -178.80194142
168, -178.80194142
169, -178.80194142
170, -178.74880578
171, -178.74880578
172, -178.74707012
173, -178.74707012
174, -178.74707012
175, -178.74707012
176, -178.74707012
177, -178.74707012
178, -178.74707012
179, -178.74707012
180, -178.74707012
181, -178.66103609
182, -178.66103609
183, -178.23007085
184, -178.3232968
185, -178.32957193
186, -178.32957193
187, -178.32957193
188, -179.09388223
189, -179.09388223
190, -179.00795521
191, -178.73765661
192, -178.73765661
193, -178.73765661
194, -178.73765661
195, -178.73765661
196, -178.73765661
197, -178.73765661
198, -178.73765661
199, -178.70438522
200, -178.70438522
201, -178.38533739
202, -178.05058901
203, -178.12463471
204, -178.12463471
205, -178.83324443
