iter, nrecombs
0, 10
1, 10
2, 8
3, 8
4, 8
5, 4
6, 3
7, 3
8, 3
9, 4
10, 4
11, 5
12, 6
13, 5
14, 4
15, 6
16, 6
17, 6
18, 4
19, 4
20, 3
21, 3
22, 3
23, 5
24, 3
25, 3
26, 3
27, 3
28, 3
29, 5
30, 6
31, 6
32, 6
33, 9
34, 6
35, 6
36, 6
37, 2
38, 2
39, 3
40, 5
41, 3
42, 3
43, 3
44, 3
45, 3
46, 3
47, 3
48, 4
49, 4
50, 7
51, 5
52, 6
53, 4
54, 3
55, 3
56, 3
57, 4
58, 7
59, 7
60, 6
61, 7
62, 5
63, 6
64, 5
65, 4
66, 4
67, 8
68, 8
69, 9
70, 8
71, 8
72, 4
73, 7
74, 7
75, 7
76, 4
77, 4
78, 4
79, 4
80, 4
81, 6
82, 5
83, 6
84, 6
85, 7
86, 7
87, 1
88, 1
89, 3
90, 3
91, 3
92, 3
93, 3
94, 3
95, 3
96, 5
97, 6
98, 6
99, 4
100, 5
101, 5
102, 5
103, 5
104, 3
105, 3
106, 3
107, 3
108, 5
109, 5
110, 8
111, 8
112, 5
113, 5
114, 5
115, 5
116, 5
117, 4
118, 4
119, 4
120, 6
121, 6
122, 6
123, 6
124, 6
125, 6
126, 6
127, 6
128, 6
129, 4
130, 4
131, 6
132, 5
133, 4
134, 4
135, 4
136, 4
137, 4
138, 4
139, 4
140, 6
141, 4
142, 4
143, 3
144, 3
145, 3
146, 2
147, 2
148, 3
149, 4
150, 4
151, 4
152, 4
153, 3
154, 4
155, 4
156, 4
157, 4
158, 6
159, 6
160, 5
161, 5
162, 4
163, 7
164, 7
165, 4
166, 8
167, 8
168, 6
169, 5
170, 4
171, 3
172, 3
173, 3
174, 5
175, 5
176, 5
177, 7
178, 3
179, 3
180, 3
181, 2
182, 1
183, 1
184, 1
185, 1
186, 1
187, 1
188, 1
189, 4
190, 4
191, 8
192, 8
193, 5
194, 3
195, 3
196, 3
197, 5
198, 4
199, 10
200, 6
201, 6
202, 5
203, 5
204, 5
205, 2
206, 3
207, 3
208, 3
209, 3
210, 3
211, 3
212, 3
213, 4
214, 4
215, 4
216, 4
217, 4
218, 6
219, 4
220, 4
221, 4
222, 4
223, 7
224, 10
225, 10
226, 9
227, 4
228, 4
229, 6
230, 6
231, 6
232, 6
233, 4
234, 4
235, 4
236, 8
237, 7
238, 7
239, 7
240, 4
241, 3
242, 2
243, 2
244, 6
245, 6
246, 5
247, 5
248, 7
249, 4
