Site,TMRCA,low,high
25.0,1.607575318489101,1.2794796671706037,1.5650194274099731
75.0,1.60763245349579,1.2795368021772926,1.5636958606648301
125.0,1.606088226521327,1.2779925752028296,1.5530195354952239
175.0,1.6040738791616957,1.248840287915083,1.5464400670543823
225.0,1.6019231109134024,1.2466895196667898,1.5380024000374906
275.0,1.5991173619721306,1.243883770725518,1.5248753328405606
325.0,1.596073791502469,1.2408402002558563,1.5170230069293722
375.0,1.593285310296727,1.2380517190501144,1.5087958958789465
425.0,1.5896881491539798,1.2344545579073671,1.498017764112307
475.0,1.5861849074062877,1.230951316159675,1.486448877482093
525.0,1.5839472066925355,1.2287136154459228,1.4852086648626022
575.0,1.5820937259516845,1.2268601347050718,1.4833446427481696
625.0,1.5814983396201048,1.2232942983564519,1.4813288189994114
675.0,1.5806324595132506,1.2224284182495977,1.4811060023735725
725.0,1.5797233795828285,1.1523913531627181,1.4733702293432331
775.0,1.5789199258855053,1.151587899465395,1.4720904458576534
825.0,1.5782947971294772,1.1509627707093668,1.4719074627051776
875.0,1.5784817750915043,1.1287750166273904,1.4665727659923244
925.0,1.5786687530535315,1.1289619945894176,1.4629193902701112
975.0,1.5789199258855053,1.1292131674213914,1.4622980861031498
1025.0,1.5786875858059362,1.1289808273418223,1.4607169780218636
1075.0,1.5790384176657457,1.1293316592016318,1.4572833074306866
1125.0,1.5795323079758423,1.1298255495117284,1.4563450982932522
1175.0,1.5792252644223579,1.129518505958244,1.4547407894632918
1225.0,1.5797233795828285,1.1300166211187146,1.450621025362888
1275.0,1.5804089827041496,1.1307022242400357,1.443318893379976
1325.0,1.5812073974193694,1.1315006389552555,1.4402378686173942
1375.0,1.5817848927844,1.1320781343202861,1.4433968900067997
1425.0,1.5824644250067414,1.1327576665426276,1.440332771784074
1475.0,1.5839774711797763,1.1342707127156624,1.4362908841943496
1525.0,1.585291287253109,1.1355845287889952,1.433146727034738
1575.0,1.5847353403965738,1.13502858193246,1.428682558733398
1625.0,1.583973035622855,1.134266277158741,1.4285254706928054
1675.0,1.583795480905354,1.1340887224412401,1.4288450748771484
1725.0,1.5826186404209615,1.1329118819568476,1.4279940607487085
1775.0,1.5824003764009527,1.1326936179368388,1.4239829556250634
1825.0,1.5826186404209615,1.1329118819568476,1.426927385966713
1875.0,1.5820250076767721,1.1323182492126582,1.424444486705532
1925.0,1.5817848927844,1.1320781343202861,1.4250904054384588
1975.0,1.5807165504660254,1.1310097920019115,1.4205100064724738
2025.0,1.5786687530535315,1.1289619945894176,1.418089947244423
2075.0,1.5778257633040822,1.1281190048399683,1.4179524087178523
2125.0,1.5763069328583086,1.1266001743941947,1.4172093004575221
2175.0,1.5730290404213698,1.1344105454693474,1.4114282231035946
2225.0,1.567926629356368,1.1293081344043459,1.4136988787148776
2275.0,1.565266700363772,1.1266482054117497,1.406317341067756
2325.0,1.5627022698333077,1.1240837748812855,1.4067476270272585
2375.0,1.561366076771353,1.1227475818193309,1.4045221744791132
2425.0,1.5592252838884595,1.120606788936437,1.4037525970789466
2475.0,1.5578505187076312,1.1192320237556088,1.396334184477778
2525.0,1.5548953469942355,1.1162768520422133,1.3896842473466158
2575.0,1.5521405457973665,1.113522050845344,1.382534646971862
2625.0,1.548920080233601,1.1103015852815785,1.371445532924798
2675.0,1.5484992839225273,1.0987925254584134,1.3750584856737298
2725.0,1.547701264399981,1.0979945059358671,1.374516638597271
2775.0,1.546779131865071,1.097072373400957,1.3657290024394653
2825.0,1.5461271212852443,1.0964203628211304,1.364164163213557
2875.0,1.5454652117210859,1.095758453256972,1.3646958261715751
2925.0,1.5446928114860563,1.0949860530219424,1.3564927711432049
2975.0,1.543876971793948,1.094170213329834,1.3574406708231792
3025.0,1.5433598526558294,1.0936530941917155,1.3547280564034676
3075.0,1.5418056885910492,1.0920989301269353,1.3532849363948234
3125.0,1.5424647977909274,1.0927580393268135,1.3491737254029919
3175.0,1.5424647977909274,1.0236365505088452,1.3450889117196456
3225.0,1.5426790366147125,1.0238507893326303,1.3421316092962725
3275.0,1.5417772575424642,1.022949010260382,1.341072087333871
3325.0,1.5412488730971563,1.022420625815074,1.340010182465861
3375.0,1.5410846017954158,1.0222563545133336,1.341597336819524
3425.0,1.5406989225765326,1.0521950995769598,1.3426749199834693
3475.0,1.5402678154703469,1.051763992470774,1.3395782030518277
3525.0,1.5384575091865993,1.0499536861870264,1.3376417534302294
3575.0,1.5342793821219656,1.0457755591223927,1.3385081351822194
3625.0,1.5321480341756935,1.0436442111761206,1.3353192065667152
3675.0,1.5292426336800404,1.062025835514115,1.3325203348784282
3725.0,1.527093440366836,1.0598766422009105,1.3300207026076938
3775.0,1.524146795775614,1.0569299976096886,1.333391318359048
3825.0,1.521711573063475,1.0544947748975495,1.33438947500447
3875.0,1.5193672023586726,1.0521504041927472,1.333815321049043
3925.0,1.5183625758904074,1.051145777724482,1.3276151883918066
3975.0,1.5159794296751359,1.0700709834998412,1.3271289727360795
4025.0,1.5138753456206013,1.0679668994453066,1.3264440684267294
4075.0,1.5101784804131084,1.0642700342378137,1.3197048855021014
4125.0,1.505719945078048,1.1398973686480314,1.3099829616667134
4175.0,1.5024190019241268,1.13659642549411,1.3100944336707427
4225.0,1.5012458041794345,1.1354232277494178,1.3045153367034286
4275.0,1.4989359286607296,1.1331133522307129,1.3019016682910745
4325.0,1.4982184973514112,1.1323959209213945,1.2995136028050558
4375.0,1.4967227798628728,1.1309002034328561,1.2998652558883237
4425.0,1.4945935880256465,1.1287710115956298,1.2983453876345306
4475.0,1.493905217345425,1.1280826409154083,1.2931429535539944
4525.0,1.4924946384877813,1.1266720620577646,1.2924473352610637
4575.0,1.490288733379672,1.1244661569496552,1.2896338291780152
4625.0,1.4889784429301334,1.1231558665001167,1.289268090333469
4675.0,1.4883693992053977,1.122546822775381,1.2874433230344673
4725.0,1.4882564486416137,1.122433872211597,1.2860061705181527
4775.0,1.487248899330096,1.1214263229000794,1.286843118652096
4825.0,1.4860239209020312,1.1202013444720145,1.2842667149498734
4875.0,1.4851780136572612,1.1193554372272445,1.2861499215406378
4925.0,1.4841933010948485,1.1183707246648318,1.285379558273164
4975.0,1.4817541148784232,1.1159315384484065,1.2800219276509872
5025.0,1.4809933240020812,1.1151707475720645,1.2763175817483565
5075.0,1.4798939862610636,1.114071409831047,1.2770542661441437
5125.0,1.4786084629820297,1.112785886552013,1.2773329903571409
5175.0,1.4780313168823604,1.1122087404523437,1.2760115651319563
5225.0,1.4783393294381033,1.1125167530080866,1.2781039576521913
5275.0,1.4780347363942214,1.1122121599642047,1.2778932484143974
5325.0,1.4767780532919028,1.1109554768618861,1.279818810825538
5375.0,1.4763743823825333,1.1105518059525166,1.2799897657961015
5425.0,1.4756031712651207,1.109780594835104,1.2799978613461445
5475.0,1.4742759820071063,1.1084534055770896,1.2814440023311766
5525.0,1.4735397124612666,1.1077171360312499,1.2835020356284779
5575.0,1.472433212689266,1.1066106362592494,1.2817675272890303
5625.0,1.4713085139167463,1.1054859374867296,1.2806206701924163
5675.0,1.469863761216209,1.1040411847861924,1.2795301827811343
5725.0,1.4693662573489044,1.1035436809188877,1.2802620158816733
5775.0,1.46816457145461,1.1023419950245934,1.2828815812531515
5825.0,1.4685673243956892,1.1027447479656725,1.2835547252538024
5875.0,1.4685466562682805,1.1027240798382638,1.286299201280269
5925.0,1.467180185108048,1.1013576086780312,1.2871616256562302
5975.0,1.466601317416171,1.1007787409861542,1.2901847658766816
6025.0,1.466601317416171,1.1007787409861542,1.2921731923099422
6075.0,1.466601317416171,1.1007787409861542,1.2972134160770303
6125.0,1.4675342711041097,1.101711694674093,1.301778474306009
6175.0,1.467180185108048,1.1013576086780312,1.3052439162848208
6225.0,1.4670266559049654,1.1012040794749487,1.3074575177981365
6275.0,1.4678779832741673,1.1020554068441506,1.3081824659067018
6325.0,1.4655543318267092,1.0997317553966925,1.3077587416077554
6375.0,1.4623301712915018,1.096507594861485,1.314081237741046
6425.0,1.459678152487759,1.0938555760577422,1.3113746343754904
6475.0,1.4589213999039061,1.0930988234738894,1.311172444767839
6525.0,1.4567340283660275,1.0909114519360108,1.315774577991877
6575.0,1.4554940246610506,1.089671448231034,1.3142449365590567
6625.0,1.4521886540461235,1.0863660776161068,1.3094454028054083
6675.0,1.4488246850010473,1.0830021085710306,1.309794307099512
6725.0,1.4457601683822947,1.079937591952278,1.31329195007309
6775.0,1.4432254241401163,1.0774028477100996,1.3079171373395009
6825.0,1.440240410037543,1.0744178336075263,1.3086289024653748
6875.0,1.4361471989277201,1.0703246224977034,1.3126818467657597
6925.0,1.4341995158926715,1.0683769394626548,1.3079949242073388
6975.0,1.4331266143917585,1.0673040379617418,1.3051926531813987
7025.0,1.4316134173193342,1.0657908408893175,1.3027688338125731
7075.0,1.4308425578388353,1.0650199814088186,1.3026480205613127
7125.0,1.4292127693142673,1.0633901928842506,1.300726672750378
7175.0,1.4266844475978189,1.0608618711678022,1.3029460805689113
7225.0,1.4244000234678456,1.074152524838333,1.3028256858027543
7275.0,1.4155522144586095,1.065304715829097,1.3082385039865718
7325.0,1.4061855378717414,1.1019073750272708,1.307187375678126
7375.0,1.3985177798891708,1.109213470971067,1.3118857933693235
