Site,BL,low,high
25.0,2.0,2.0,3.92
75.0,2.0,2.0,3.92
125.0,2.0,2.0,3.92
175.0,2.0,2.0,3.92
225.0,2.0,2.0,3.92
275.0,2.0,2.0,3.92
325.0,2.0,2.0,3.92
375.0,2.0,2.0,3.92
425.0,2.0,2.0,3.92
475.0,2.0,2.0,3.92
525.0,2.0,2.0,3.92
575.0,2.0,2.0,3.92
625.0,2.0,2.0,3.92
675.0,2.0,2.0,3.92
725.0,2.0,2.0,3.92
775.0,2.0,2.0,3.92
825.0,2.0,2.0,3.92
875.0,2.0,2.0,3.92
925.0,2.0,2.0,3.92
975.0,2.0,2.0,3.92
1025.0,2.0,2.0,3.92
1075.0,2.0,2.0,3.92
1125.0,2.0,2.0,3.92
1175.0,2.0,2.0,3.92
1225.0,2.0,2.0,3.92
1275.0,2.0,2.0,3.92
1325.0,2.0,2.0,3.92
1375.0,2.0,2.0,3.92
1425.0,2.0,2.0,3.92
1475.0,2.0,2.0,3.92
1525.0,2.0,2.0,3.92
1575.0,2.0,2.0,3.92
1625.0,2.0,2.0,3.92
1675.0,2.0,2.0,3.92
1725.0,2.0,2.0,3.92
1775.0,2.0,2.0,3.92
1825.0,2.0,2.0,3.92
1875.0,2.0,2.0,3.92
1925.0,2.0,2.0,3.92
1975.0,2.0,2.0,3.92
2025.0,2.0,2.0,3.92
2075.0,2.0,2.0,3.92
2125.0,2.0,2.0,3.92
2175.0,2.0,2.0,3.92
2225.0,2.0,2.0,3.92
2275.0,2.0,2.0,3.92
2325.0,2.0,2.0,3.92
2375.0,2.0,2.0,9.84
2425.0,2.0,2.0,10.0
2475.0,2.0,2.0,10.0
2525.0,2.0,2.0,10.0
2575.0,2.0,2.0,10.0
2625.0,2.0,2.0,10.0
2675.0,2.0,2.0,10.0
2725.0,2.0,2.0,10.0
2775.0,6.0,6.0,6.0
2825.0,8.0,8.0,4.0
2875.0,8.0,8.0,4.0
2925.0,8.0,8.0,4.0
2975.0,8.0,8.0,4.0
3025.0,2.0,2.0,10.0
3075.0,2.0,2.0,10.0
3125.0,2.0,2.0,10.0
3175.0,2.0,2.0,3.92
3225.0,2.0,2.0,3.92
3275.0,2.0,2.0,3.92
3325.0,2.0,2.0,3.92
3375.0,2.0,2.0,3.92
3425.0,2.0,2.0,3.92
3475.0,2.0,2.0,3.92
3525.0,2.0,2.0,3.92
3575.0,2.0,2.0,3.92
3625.0,2.0,2.0,3.92
3675.0,2.0,2.0,3.92
3725.0,2.0,2.0,3.92
3775.0,2.0,2.0,3.92
3825.0,2.0,2.0,3.92
3875.0,2.0,2.0,3.92
3925.0,2.0,2.0,3.92
3975.0,2.0,2.0,3.92
4025.0,2.0,2.0,3.92
4075.0,2.0,2.0,3.92
4125.0,2.0,2.0,3.92
4175.0,2.0,2.0,3.92
4225.0,2.0,2.0,3.92
4275.0,2.0,2.0,3.92
4325.0,2.0,2.0,3.92
4375.0,2.0,2.0,3.92
4425.0,2.0,2.0,3.92
4475.0,2.0,2.0,3.92
4525.0,2.0,2.0,3.92
4575.0,2.0,2.0,3.92
4625.0,2.0,2.0,3.92
4675.0,2.0,2.0,3.92
4725.0,2.0,2.0,3.92
4775.0,2.0,2.0,3.92
4825.0,2.0,2.0,3.92
4875.0,2.0,2.0,3.92
4925.0,2.0,2.0,3.92
4975.0,2.0,2.0,3.92
5025.0,2.0,2.0,3.92
5075.0,2.0,2.0,3.92
