iter, logposterior
0, -272.43296754
1, -272.43296754
2, -272.22576213
3, -272.84411332
4, -272.84411332
5, -271.83928818
6, -265.91328407
7, -227.72090467
8, -227.72090467
9, -227.72090467
10, -227.72090467
11, -227.72090467
12, -227.72090467
13, -227.97445881
14, -227.97445881
15, -227.97445881
16, -227.97445881
17, -227.97445958
18, -227.97445958
19, -227.97445958
20, -228.2956273
21, -228.2956273
22, -228.2956273
23, -228.47460495
24, -232.49123638
25, -231.15753568
26, -231.15753568
27, -231.15753568
28, -231.15753568
29, -229.83697826
30, -229.83697826
31, -229.83697826
32, -229.83697826
33, -229.83697826
34, -229.83697826
35, -229.83697826
36, -229.83697826
37, -229.83702355
38, -229.83702355
39, -229.83702355
40, -229.83702355
41, -229.83702355
42, -229.83702355
43, -231.01727085
44, -237.05486538
45, -237.05486538
46, -237.05486538
47, -236.54778301
48, -236.56367807
49, -236.66668782
50, -236.66668782
51, -236.66668782
52, -236.66668782
53, -235.71221137
54, -235.71221137
55, -235.71221137
56, -235.71221137
57, -235.7139658
58, -235.7139658
59, -235.7139658
60, -235.7139658
61, -235.7139658
62, -233.3180831
63, -233.3180831
64, -233.3180831
65, -233.3180831
66, -233.3180831
67, -231.98769713
68, -232.06696595
69, -229.47037099
70, -229.47037099
71, -229.47037099
72, -229.47037099
73, -229.47037099
74, -229.47037099
75, -229.47037099
76, -229.47037099
77, -229.47049407
78, -229.47049407
79, -229.47049407
80, -229.57545379
81, -225.3623708
82, -215.80770959
83, -215.38600898
84, -215.38600898
85, -214.04514218
86, -214.04514218
87, -214.04514218
88, -214.38577937
89, -218.29418249
90, -218.29418249
91, -218.29418249
92, -218.29418249
93, -218.34004715
94, -218.34004715
95, -218.34004715
96, -218.34004715
97, -218.34986013
98, -218.48899201
99, -218.48899201
100, -218.48899201
101, -218.48899201
102, -218.39719917
103, -218.39719917
104, -218.39719917
105, -218.39719917
106, -218.39719917
107, -219.23843397
108, -219.18373642
109, -218.84252999
110, -218.84252999
111, -218.84252999
112, -218.84252999
113, -218.83863928
114, -218.83863928
115, -218.83863928
116, -218.83863928
117, -218.83863928
118, -218.83863928
119, -218.83863928
120, -219.18329437
121, -218.5589965
122, -218.63685741
123, -218.63685741
124, -218.63685741
125, -218.63685741
126, -218.63685741
127, -218.63685741
128, -218.48110049
129, -218.92937681
130, -218.92937681
131, -218.92937681
132, -218.92937681
133, -218.92937681
134, -218.92937681
135, -218.92937681
136, -218.92937681
137, -218.92937681
138, -218.94046078
139, -219.41219032
140, -219.41219032
141, -222.34827045
142, -221.54995933
143, -221.54995933
144, -221.54995933
145, -221.54995933
146, -221.54995933
147, -218.53945258
148, -218.19878179
149, -218.19878179
150, -218.19878179
151, -218.19878179
152, -218.19878179
153, -218.37595
154, -218.45946808
155, -218.45946808
156, -218.45946808
157, -218.45946808
158, -218.45946808
159, -218.45946808
160, -218.04941784
161, -215.37837675
162, -215.29576835
163, -216.25625834
164, -216.25625834
165, -216.07861135
166, -216.07861135
167, -216.07861135
168, -216.10557855
169, -215.68350784
170, -215.68350784
171, -215.68350784
172, -215.68350784
173, -215.68350784
174, -215.68350784
175, -215.68350784
176, -215.68350784
177, -215.68350784
178, -215.68350784
179, -215.68350784
180, -215.68350784
181, -216.85185236
182, -216.85185236
183, -216.1209873
184, -216.1209873
185, -217.0003785
186, -217.0003785
187, -217.35279991
188, -217.61580054
189, -217.61580054
190, -217.61580054
191, -217.61580054
192, -217.61580054
193, -217.73299719
194, -217.73299719
195, -217.73299719
196, -217.73299719
197, -217.73299719
198, -217.72614956
199, -217.72614956
200, -219.02454138
201, -217.66270568
202, -218.41879403
203, -218.41879403
204, -218.41879403
205, -218.44231639
206, -218.44231639
207, -218.44231639
208, -217.73249126
209, -217.73249126
210, -217.73249126
211, -217.73249126
212, -217.73249126
213, -217.81843143
214, -217.81843143
215, -217.81843143
216, -217.81843143
217, -217.81843143
218, -217.81843143
219, -217.81843143
220, -217.86871891
221, -219.6972601
222, -219.67649332
223, -219.38680213
224, -219.38680213
225, -219.38680213
226, -219.38680213
227, -219.10932935
228, -218.84571866
229, -219.69312967
230, -219.69312967
231, -219.69312967
232, -219.69312967
233, -219.69312967
234, -219.69312967
235, -219.69312967
236, -219.69312967
237, -219.69312967
238, -220.24656927
239, -220.24656927
240, -220.24656927
241, -220.24656927
242, -220.24656927
243, -219.82927606
244, -219.89171527
245, -219.89171527
246, -219.89171527
247, -219.89171527
248, -220.17590387
249, -220.17590387
250, -220.17590387
251, -220.17590387
252, -220.17590387
253, -220.17590387
254, -220.17590387
255, -220.17590387
256, -220.17590387
257, -220.17590387
258, -219.80785428
259, -219.80785428
260, -219.80785428
261, -219.80785428
262, -219.80785428
263, -219.80785428
264, -219.80785428
265, -219.02693422
266, -219.02693422
267, -219.02693422
268, -218.72713472
269, -218.72713472
270, -218.72713472
271, -218.72713472
272, -218.72713472
273, -218.72713472
274, -218.72713472
275, -218.72713472
276, -218.72713472
277, -218.72713472
278, -218.86816772
279, -218.86816772
280, -217.27413976
281, -217.27413976
282, -216.87014688
283, -216.59653685
284, -216.31583057
285, -216.74876597
286, -216.74876597
287, -216.74876597
288, -216.07260233
289, -216.07260233
290, -216.07260233
291, -216.07260233
292, -216.07260233
293, -216.10375035
294, -216.33659284
295, -216.33659284
296, -216.33659284
297, -216.33659284
298, -216.62563342
299, -216.62563342
300, -219.5208487
301, -219.5208487
302, -220.66412449
303, -220.66412449
304, -220.66412449
305, -220.89427566
306, -220.89427566
307, -220.89427566
308, -221.78438781
309, -221.78438781
310, -221.78438781
311, -221.78438781
312, -221.78438781
313, -221.64010515
314, -221.64010515
315, -221.64010515
316, -221.64010515
317, -221.64010515
318, -221.64010515
319, -221.64010515
320, -218.11358999
321, -218.11358999
322, -218.11358999
323, -218.13633461
324, -218.13633461
325, -218.13633461
326, -218.13633461
327, -218.13633461
328, -218.06348505
329, -218.06348505
330, -218.06348505
331, -218.06348505
332, -218.06348505
333, -218.06348505
334, -218.06348505
335, -218.06348505
336, -218.06348505
337, -218.06348505
338, -218.23840819
339, -218.23840819
340, -219.6821759
341, -219.6821759
342, -219.6821759
343, -218.9815352
344, -219.77658655
345, -219.77658655
346, -219.77658655
347, -219.77658655
348, -219.00996683
349, -219.00996683
350, -219.00996683
351, -219.00996683
352, -219.00996683
353, -219.23671038
354, -219.23671038
355, -219.23671038
356, -219.23671038
357, -219.23671038
358, -219.23671038
359, -219.23671038
360, -217.84384534
361, -217.84384534
362, -217.84384534
363, -217.84384534
