Site,BL
1.0,2.45
3002.0,2.45
3003.0,2.5592
6741.0,2.5592
6742.0,2.4212000000000002
7336.0,2.4212000000000002
7337.0,2.4539
7416.0,2.4539
7417.0,2.4795
10000.0,2.4795
