Site,BL
1.0,3.8574
943.0,3.8574
944.0,3.8611000000000004
4628.0,3.8611000000000004
4629.0,3.8244
8503.0,3.8244
8504.0,3.7881
8986.0,3.7881
8987.0,3.9685
10000.0,3.9685
