iter, logposterior
0, -14144.623319999999
1, -14144.623319999999
2, -14134.0575
3, -14134.225437000001
4, -14134.225437000001
5, -14122.016837000001
6, -14121.434043000001
7, -14123.157736000001
8, -14123.554411000001
9, -14122.74739
10, -14121.722668
11, -14120.987272
12, -14122.011749000001
13, -14121.104883000002
14, -14120.870525999999
15, -14121.353635
16, -14121.267788
17, -14121.236009
18, -14120.752921000001
19, -14120.927993000001
20, -14121.201463999998
21, -14121.271586
22, -14121.000253
23, -14121.093191999998
24, -14121.298812
25, -14121.353613
26, -14122.839888
27, -14140.164018000001
28, -14083.064875
29, -14071.104967
30, -14071.104967
31, -14068.942215000001
32, -14071.049015999999
33, -14070.978953
34, -14087.217278
35, -14104.517741999998
36, -14123.943630000002
37, -14122.466080000002
38, -14127.550243000002
39, -14133.410458000002
40, -14133.538741999999
41, -14133.924872
42, -14132.792719
43, -14133.035425
44, -14112.323640999999
45, -14151.614831
46, -14097.760978
47, -14098.668244999999
48, -14086.923674000001
49, -14087.229347
50, -14086.470193000001
51, -14097.616061
52, -14072.348990999999
53, -14104.264147999998
54, -14105.559074
55, -14109.382712
56, -14068.849128999998
57, -14091.992253
58, -14140.738565000001
59, -14149.7029
60, -14184.214869
61, -14143.669506
62, -14127.040149
63, -14137.380461
64, -14141.642355000002
65, -14084.821533000002
66, -14085.202615
67, -14102.645340000001
68, -14102.340063999998
69, -14150.418609
70, -14134.474703999998
71, -14133.209829
72, -14089.086381000001
73, -14079.549571000001
74, -14142.541025
75, -14144.742808
76, -14144.013593000001
77, -14115.864997
78, -14111.568309
79, -14111.649721000002
80, -14112.269184
81, -14112.173012000001
82, -14110.524480000002
83, -14111.49562
84, -14164.346716
85, -14164.425452000001
86, -14098.009719999998
87, -14098.009719999998
88, -14092.716071
89, -14161.845958000002
90, -14202.448642
91, -14199.337832
92, -14199.878525
93, -14120.021169
94, -14081.218353999999
95, -14086.011126
96, -14086.175405000002
97, -14110.665114
98, -14110.627302
99, -14094.536131
100, -14112.561488
101, -14095.92536
102, -14094.995438
103, -14080.794877
104, -14080.909544999999
105, -14080.659251
106, -14080.806087
107, -14082.588794
108, -14080.329802
109, -14099.70715
110, -14096.596281999999
111, -14123.055713999998
112, -14123.165911000002
113, -14123.020419
114, -14124.322828
115, -14124.769391
116, -14126.756011000001
117, -14084.796549
118, -14097.94125
119, -14097.94125
120, -14082.807647
121, -14083.678437999999
122, -14085.059846
123, -14083.98149
124, -14121.4654
125, -14121.077381000001
126, -14126.819975999999
127, -14105.094068999999
128, -14104.817837999999
129, -14105.836890999999
130, -14106.254840000001
131, -14105.903709999999
132, -14105.573437000001
133, -14105.573437000001
134, -14104.590153000001
135, -14112.368972
136, -14111.789209
137, -14127.138173
138, -14090.013087000001
139, -14090.059894
140, -14115.852149
141, -14120.871125999998
142, -14092.983019
143, -14103.687087999999
144, -14104.05187
145, -14103.375274000002
146, -14117.050329
147, -14117.323132
148, -14116.76019
149, -14094.374431999999
150, -14094.165697
151, -14114.781716
152, -14114.073719999999
153, -14115.008141999999
154, -14103.7518
155, -14104.284522999998
156, -14103.406412
157, -14089.941280000001
158, -14099.017477000001
159, -14081.880056
160, -14122.680193
161, -14123.415090999999
162, -14123.374512
163, -14124.965537
164, -14124.919433000001
165, -14125.139491999998
166, -14125.607006999999
167, -14124.56719
168, -14124.84145
169, -14155.981109
170, -14157.880341
171, -14158.116822999998
172, -14157.579074000001
173, -14172.861472999999
