iter, logposterior
0, -315.38430816
1, -309.43498018
2, -304.08991733
3, -304.08991733
4, -304.41962309
5, -304.41962309
6, -295.14332389
7, -295.14332389
8, -295.14332389
9, -288.97062937
10, -288.97062937
11, -288.97062937
12, -288.97062937
13, -288.97062937
14, -288.97062937
15, -288.97062937
16, -288.59546937
17, -288.59546937
18, -288.59546937
19, -288.59546937
20, -289.36009976
21, -289.36009976
22, -289.0710354
23, -284.58591731
24, -284.26966544
25, -282.91555674
26, -270.64765486
27, -254.42665893
28, -254.42665893
29, -254.0404525
30, -254.0404525
31, -254.0404525
32, -254.0404525
33, -254.0404525
34, -254.0404525
35, -254.0404525
36, -254.0404525
37, -253.54107733
38, -253.54107733
39, -253.54107733
40, -253.54107733
41, -253.54107733
42, -254.00872053
43, -254.00872053
44, -254.31969327
45, -255.26959185
46, -240.76435762
47, -240.76435762
48, -240.76435762
49, -240.29224798
50, -240.29224798
51, -239.56788234
52, -239.56788234
53, -239.56788234
54, -239.56788234
55, -239.56788234
56, -238.72240917
57, -239.64283429
58, -239.64283429
59, -239.64283429
60, -239.19088125
61, -238.94613385
62, -238.94613385
63, -238.94613385
64, -238.94613385
65, -239.21505149
66, -238.41742214
67, -238.41742214
68, -238.41742214
69, -238.3935789
70, -238.3935789
71, -238.79993949
72, -238.82560231
73, -238.82560231
74, -238.82560231
75, -238.82560231
76, -238.82560231
77, -238.82560231
78, -238.82560231
79, -238.82560231
80, -238.82560231
81, -238.82560231
82, -238.57325437
83, -238.57325437
84, -238.57325437
85, -239.69457344
86, -239.34928857
87, -239.34928857
88, -239.34928857
89, -238.74338611
90, -238.74338611
91, -239.08463699
92, -239.08463699
93, -239.08463699
94, -239.08463699
95, -239.08463699
96, -238.53989897
97, -238.53989897
98, -238.53989897
99, -238.53989897
100, -237.67221074
101, -237.67221074
102, -237.67221074
103, -237.52732954
104, -238.06807965
105, -236.41442097
106, -236.41442097
107, -232.03323078
108, -232.03323078
109, -230.3881643
110, -230.3881643
111, -230.3881643
112, -230.3881643
113, -230.3881643
114, -230.3881643
115, -230.3881643
116, -230.3881643
117, -230.3881643
118, -230.3881643
119, -230.3881643
120, -230.25496164
121, -230.36138923
122, -230.36681992
123, -230.77907845
124, -230.46943856
125, -230.46943856
126, -230.46943856
127, -230.46943856
128, -230.46943856
129, -231.37188474
130, -231.37188474
131, -231.15580137
132, -231.15580137
133, -231.15580137
134, -231.15580137
135, -231.15580137
136, -231.15580137
137, -231.15580137
138, -231.15580137
139, -231.15580137
140, -231.15580137
141, -231.15580137
142, -232.76158703
143, -232.80513341
144, -232.15242457
145, -232.15242457
146, -228.44655411
147, -228.44655411
148, -228.44655411
149, -228.44655411
150, -228.44655411
151, -228.44655411
152, -228.44655411
153, -228.44655411
154, -228.44655411
155, -228.44655411
156, -228.44655411
157, -228.44655411
158, -228.44655411
159, -228.44655411
160, -228.44655411
161, -228.44655411
162, -228.44655411
163, -228.44655411
164, -228.22912131
165, -228.22912131
166, -228.22912131
167, -229.69005423
168, -229.69005423
169, -227.83653489
170, -227.83653489
171, -227.80028755
172, -227.80028755
173, -227.80028755
174, -227.80028755
175, -227.80028755
176, -227.92984047
177, -227.92984047
178, -227.92984047
179, -227.92984047
180, -227.92984047
181, -227.92984047
182, -225.8894387
183, -225.45448192
184, -226.32918281
185, -225.20988769
186, -225.89374401
187, -225.89374401
188, -225.89374401
189, -225.26355219
190, -225.26355219
191, -224.60748223
192, -224.60748223
193, -224.60748223
194, -224.60748223
195, -224.60748223
196, -224.27711456
197, -224.27711456
198, -224.27711456
199, -224.27711456
200, -224.27711456
201, -223.78090022
202, -223.56651214
203, -223.56651214
204, -224.30374287
205, -224.84110111
206, -224.84110111
207, -223.7170264
208, -223.7170264
209, -223.58020459
210, -223.58020459
211, -223.58020459
212, -223.58020459
213, -223.58020459
214, -223.58020459
215, -223.58020459
216, -223.58020459
217, -223.58020459
