Site,BL
1.0,2.8368
1467.0,2.8368
1468.0,2.8332000000000006
1925.0,2.8332000000000006
1926.0,2.8659999999999997
2129.0,2.8659999999999997
2130.0,3.1676
2991.0,3.1676
2992.0,2.6007000000000002
3474.0,2.6007000000000002
3475.0,4.5965
3628.0,4.5965
3629.0,4.4706
5723.0,4.4706
5724.0,4.4706
6645.0,4.4706
6646.0,4.4468
8357.0,4.4468
8358.0,2.3599999999999994
8597.0,2.3599999999999994
8598.0,2.3599999999999994
8976.0,2.3599999999999994
8977.0,3.7128
10000.0,3.7128
