iter, nrecombs
0, 14
1, 14
2, 16
3, 18
4, 18
5, 18
6, 18
7, 19
8, 21
9, 25
10, 25
11, 15
12, 15
13, 16
14, 21
15, 18
16, 18
17, 18
18, 18
19, 16
20, 15
21, 15
22, 15
23, 14
24, 14
25, 14
26, 16
27, 16
28, 16
29, 16
30, 16
31, 15
32, 14
33, 17
34, 17
35, 15
36, 14
37, 8
38, 13
39, 15
40, 15
41, 15
42, 16
43, 11
44, 7
45, 6
46, 7
47, 7
48, 9
49, 9
50, 9
51, 9
52, 13
53, 14
54, 12
55, 12
56, 12
57, 12
58, 12
59, 13
60, 11
61, 11
62, 12
63, 12
64, 15
65, 14
66, 14
67, 14
68, 14
69, 13
70, 13
71, 15
72, 13
73, 16
74, 17
75, 11
76, 11
77, 9
78, 8
79, 15
80, 14
81, 14
82, 15
83, 15
84, 15
85, 14
86, 16
87, 17
88, 17
89, 16
90, 14
91, 20
92, 20
93, 21
94, 16
95, 15
96, 21
97, 14
98, 15
99, 12
100, 10
101, 11
102, 11
103, 11
104, 11
105, 11
106, 17
107, 17
108, 18
109, 15
110, 16
111, 14
112, 14
113, 14
114, 14
115, 22
116, 22
117, 21
118, 21
119, 18
120, 16
121, 16
122, 16
123, 16
124, 16
125, 12
126, 12
127, 12
128, 11
129, 11
130, 11
131, 11
132, 12
133, 12
134, 12
135, 13
136, 13
137, 8
138, 12
139, 12
140, 13
141, 13
142, 11
143, 13
144, 12
145, 12
146, 12
147, 12
148, 12
149, 12
150, 12
151, 12
152, 12
153, 12
154, 12
155, 11
156, 11
157, 12
158, 12
159, 14
160, 13
161, 13
162, 9
163, 9
164, 11
165, 14
166, 17
167, 13
168, 13
169, 13
170, 13
171, 13
172, 11
173, 13
174, 15
175, 15
176, 12
177, 14
178, 16
179, 15
180, 12
181, 13
182, 13
183, 16
184, 18
185, 18
186, 18
187, 14
188, 14
189, 11
190, 14
191, 14
192, 13
193, 13
194, 12
195, 16
196, 13
197, 14
198, 14
199, 14
200, 13
201, 14
202, 17
203, 17
204, 16
205, 8
206, 17
207, 17
208, 17
209, 17
210, 17
211, 17
212, 21
213, 20
214, 18
215, 8
216, 9
217, 8
218, 11
219, 11
220, 11
221, 12
222, 10
223, 10
224, 13
225, 13
226, 16
227, 18
228, 18
229, 10
230, 12
231, 12
232, 11
233, 11
234, 11
235, 20
236, 10
237, 10
238, 13
239, 13
240, 13
241, 11
242, 12
243, 11
244, 10
245, 13
246, 13
247, 13
248, 13
249, 6
250, 8
251, 9
252, 9
253, 9
254, 10
255, 14
256, 19
257, 13
258, 14
259, 10
260, 9
261, 9
262, 6
263, 6
264, 6
265, 6
266, 6
267, 6
268, 6
269, 6
270, 7
271, 12
272, 12
273, 8
274, 9
275, 11
276, 17
277, 17
278, 17
279, 16
280, 11
281, 11
282, 14
283, 14
284, 7
285, 11
286, 14
287, 16
288, 16
289, 12
290, 11
291, 11
292, 11
293, 10
294, 10
295, 8
296, 8
297, 8
298, 8
299, 10
300, 10
301, 10
302, 18
303, 19
304, 18
305, 20
306, 10
307, 14
308, 14
309, 14
310, 14
311, 10
312, 10
313, 8
314, 9
315, 13
316, 14
317, 11
318, 14
319, 14
320, 14
321, 14
322, 14
323, 12
324, 15
325, 12
326, 9
327, 9
328, 11
329, 13
330, 13
331, 9
332, 9
333, 10
334, 11
335, 17
336, 17
337, 15
338, 13
339, 13
340, 14
341, 13
342, 14
343, 14
344, 10
345, 9
346, 10
347, 10
348, 10
349, 10
350, 23
351, 23
352, 17
353, 17
354, 6
355, 14
356, 14
357, 14
358, 14
359, 12
360, 14
361, 17
362, 17
363, 15
364, 15
365, 13
366, 9
367, 9
368, 9
369, 9
370, 11
371, 13
372, 12
373, 10
374, 18
375, 18
376, 21
377, 14
378, 13
379, 15
380, 15
381, 13
382, 14
383, 17
384, 17
385, 17
386, 16
387, 16
388, 12
389, 12
390, 16
391, 14
392, 15
393, 24
394, 14
395, 13
396, 14
397, 10
398, 10
399, 9
400, 9
401, 10
402, 10
403, 10
404, 15
405, 15
406, 14
407, 14
408, 14
409, 13
410, 14
411, 14
412, 18
413, 18
414, 17
415, 28
416, 18
417, 14
418, 19
419, 19
420, 11
421, 10
422, 16
423, 16
424, 16
425, 16
426, 16
427, 15
428, 15
429, 15
430, 14
431, 11
432, 11
433, 11
434, 11
435, 11
436, 11
437, 11
438, 11
439, 11
440, 11
441, 10
442, 10
443, 12
444, 12
445, 11
446, 10
447, 10
448, 10
449, 10
450, 11
451, 13
452, 11
453, 10
454, 12
455, 12
456, 11
457, 15
458, 12
459, 13
460, 13
461, 14
462, 14
463, 11
464, 11
465, 11
466, 13
467, 12
468, 10
469, 9
470, 9
471, 17
472, 15
473, 16
474, 16
475, 16
476, 16
477, 13
478, 15
479, 15
480, 14
481, 13
482, 13
483, 12
484, 15
485, 13
486, 13
487, 17
488, 16
489, 14
490, 14
491, 11
492, 12
493, 11
494, 13
495, 13
496, 10
497, 14
498, 11
499, 11
500, 10
501, 11
502, 12
503, 12
504, 12
505, 14
506, 13
507, 7
508, 10
509, 12
510, 8
511, 8
512, 8
513, 7
514, 10
515, 10
516, 13
517, 12
518, 10
519, 11
520, 13
521, 13
522, 14
523, 9
524, 10
525, 11
526, 11
527, 11
528, 11
529, 11
530, 11
531, 10
532, 12
533, 17
534, 17
535, 17
536, 17
537, 15
538, 18
539, 14
540, 13
541, 12
542, 13
543, 12
544, 10
545, 7
546, 7
547, 6
548, 7
549, 9
550, 17
551, 10
552, 7
553, 13
554, 13
555, 13
556, 13
557, 10
558, 11
559, 14
560, 14
561, 14
562, 15
563, 15
564, 15
565, 16
566, 16
567, 10
568, 9
569, 9
570, 13
571, 10
572, 11
573, 10
574, 9
575, 9
576, 8
577, 10
578, 15
579, 17
580, 16
581, 18
582, 15
583, 15
584, 15
585, 15
586, 15
587, 14
588, 14
589, 15
590, 14
591, 8
592, 8
593, 13
594, 19
595, 13
596, 10
597, 16
598, 13
599, 16
600, 18
601, 18
602, 18
603, 18
604, 10
605, 16
606, 16
607, 16
608, 16
609, 16
610, 17
611, 17
612, 15
613, 13
614, 13
615, 13
616, 13
617, 17
618, 15
619, 15
620, 15
621, 15
622, 20
623, 15
624, 14
625, 14
626, 9
627, 17
628, 17
629, 16
630, 16
631, 8
632, 10
633, 12
634, 12
635, 17
636, 17
637, 15
638, 16
639, 9
640, 15
641, 18
642, 16
643, 16
644, 16
645, 15
646, 9
647, 16
648, 16
649, 19
650, 14
651, 10
652, 10
653, 9
654, 11
655, 11
656, 13
657, 13
658, 13
659, 15
660, 16
661, 15
662, 15
663, 15
664, 15
665, 15
666, 15
667, 19
668, 15
669, 16
670, 14
671, 14
672, 18
673, 18
674, 16
675, 13
676, 13
677, 18
678, 13
679, 13
680, 13
681, 13
682, 12
683, 12
684, 11
685, 14
686, 15
687, 15
688, 12
689, 11
690, 16
691, 15
692, 15
693, 8
694, 9
695, 11
696, 13
697, 16
698, 15
699, 15
700, 11
701, 12
702, 12
703, 14
704, 13
705, 14
706, 11
707, 11
708, 10
709, 10
710, 10
711, 10
712, 9
713, 10
714, 10
715, 10
716, 15
717, 12
718, 11
719, 11
720, 11
721, 13
722, 13
723, 13
724, 11
725, 12
726, 13
727, 12
728, 12
729, 12
730, 12
731, 14
732, 13
733, 13
734, 15
735, 15
736, 14
737, 10
738, 14
739, 15
740, 15
741, 9
742, 16
743, 11
744, 11
745, 12
746, 12
747, 11
748, 11
749, 11
750, 12
751, 10
752, 10
753, 9
754, 9
755, 9
756, 9
757, 17
758, 13
759, 13
760, 13
761, 13
762, 11
763, 14
764, 14
765, 10
766, 12
767, 17
768, 13
769, 12
770, 12
771, 11
772, 13
773, 13
774, 13
775, 11
776, 13
777, 15
778, 18
779, 8
780, 8
781, 11
782, 11
783, 12
784, 13
785, 9
786, 9
787, 10
788, 13
789, 16
790, 16
791, 16
792, 13
793, 13
794, 18
795, 18
796, 16
797, 12
798, 12
799, 11
800, 11
801, 14
802, 11
803, 16
804, 16
805, 19
806, 13
807, 19
808, 12
809, 12
810, 12
811, 12
812, 19
813, 19
814, 19
815, 18
816, 10
817, 10
818, 12
819, 12
820, 10
821, 11
822, 9
823, 8
824, 13
825, 13
826, 12
827, 11
828, 11
829, 14
830, 6
831, 13
832, 12
833, 12
834, 11
835, 11
836, 10
837, 8
838, 8
839, 15
840, 15
841, 15
842, 15
843, 13
844, 14
845, 14
846, 14
847, 14
848, 15
849, 14
850, 17
851, 16
852, 16
853, 15
854, 15
855, 15
856, 15
857, 17
858, 17
859, 15
860, 14
861, 14
862, 14
863, 14
864, 14
865, 14
866, 14
867, 14
868, 9
869, 12
870, 18
871, 16
872, 14
873, 13
874, 10
875, 16
876, 16
877, 16
878, 16
879, 14
880, 14
881, 15
882, 17
883, 15
884, 12
885, 12
886, 14
887, 15
888, 15
889, 11
890, 11
891, 11
892, 9
893, 9
894, 9
895, 9
896, 9
897, 9
898, 9
899, 9
900, 15
901, 15
902, 12
903, 12
904, 10
905, 16
906, 16
907, 16
908, 18
909, 14
910, 8
911, 9
912, 10
913, 10
914, 16
915, 16
916, 16
917, 13
918, 14
919, 11
920, 15
921, 15
922, 11
923, 12
924, 12
925, 12
926, 13
927, 8
928, 8
929, 8
930, 8
931, 8
932, 8
933, 8
934, 8
935, 10
936, 12
937, 8
938, 5
939, 5
940, 4
941, 5
942, 6
943, 6
944, 6
945, 5
946, 6
947, 6
948, 6
949, 6
950, 10
951, 7
952, 7
953, 17
954, 12
955, 16
956, 13
957, 12
958, 11
959, 12
960, 12
961, 12
962, 11
963, 13
964, 13
965, 12
966, 12
967, 13
968, 13
969, 12
970, 10
971, 10
972, 12
973, 12
974, 12
975, 12
976, 14
977, 14
978, 14
979, 14
980, 14
981, 10
982, 13
983, 11
984, 18
985, 18
986, 10
987, 8
988, 18
989, 18
990, 13
991, 13
992, 12
993, 12
994, 11
995, 11
996, 6
997, 13
998, 12
999, 11
1000, 10
1001, 9
1002, 9
1003, 12
1004, 10
1005, 10
1006, 12
1007, 6
1008, 6
1009, 10
1010, 10
1011, 10
1012, 10
1013, 10
1014, 11
1015, 12
1016, 13
1017, 13
1018, 13
1019, 18
1020, 14
1021, 11
1022, 11
1023, 12
1024, 13
1025, 11
1026, 11
1027, 11
1028, 10
1029, 10
1030, 9
1031, 12
1032, 15
1033, 15
1034, 15
1035, 15
1036, 14
1037, 14
1038, 15
1039, 15
1040, 15
1041, 11
1042, 11
1043, 13
1044, 12
1045, 13
1046, 16
1047, 13
1048, 12
1049, 11
1050, 11
1051, 13
1052, 13
1053, 12
1054, 10
1055, 12
1056, 12
1057, 12
1058, 11
1059, 11
1060, 10
1061, 11
1062, 9
1063, 9
1064, 11
1065, 11
1066, 14
1067, 12
1068, 10
1069, 10
1070, 10
1071, 12
1072, 12
1073, 12
1074, 12
1075, 12
1076, 16
1077, 12
1078, 14
1079, 14
1080, 14
1081, 14
1082, 13
1083, 8
1084, 10
1085, 10
1086, 14
1087, 14
1088, 10
1089, 9
1090, 11
1091, 11
1092, 11
1093, 12
1094, 11
1095, 13
1096, 6
1097, 11
1098, 11
1099, 11
1100, 14
1101, 10
1102, 9
1103, 9
1104, 8
1105, 8
1106, 8
1107, 12
1108, 16
1109, 17
1110, 16
1111, 15
1112, 14
1113, 12
1114, 12
1115, 13
1116, 13
1117, 11
1118, 12
1119, 11
1120, 11
1121, 11
1122, 17
1123, 17
1124, 18
1125, 12
1126, 20
1127, 10
1128, 10
1129, 10
1130, 12
1131, 13
1132, 18
1133, 15
1134, 16
1135, 13
1136, 10
1137, 12
1138, 12
1139, 15
1140, 10
1141, 15
1142, 15
1143, 13
1144, 14
1145, 11
1146, 11
1147, 11
1148, 8
1149, 11
1150, 11
1151, 9
1152, 9
1153, 9
1154, 9
1155, 9
1156, 9
1157, 7
1158, 7
1159, 9
1160, 10
1161, 11
1162, 13
1163, 12
1164, 16
1165, 14
1166, 21
1167, 20
1168, 21
1169, 14
1170, 13
1171, 17
1172, 17
1173, 16
1174, 18
1175, 12
1176, 12
1177, 11
1178, 13
1179, 13
1180, 13
1181, 15
1182, 15
1183, 18
1184, 18
1185, 17
1186, 15
1187, 16
1188, 19
1189, 20
1190, 17
1191, 13
1192, 13
1193, 12
1194, 12
1195, 12
1196, 18
1197, 16
1198, 11
1199, 16
1200, 15
1201, 13
1202, 14
1203, 12
1204, 12
1205, 9
1206, 12
1207, 12
1208, 12
1209, 12
1210, 12
1211, 13
1212, 15
1213, 16
1214, 15
1215, 14
1216, 13
1217, 16
1218, 14
1219, 14
1220, 15
1221, 13
1222, 10
1223, 13
1224, 13
1225, 14
1226, 16
1227, 16
1228, 16
1229, 16
1230, 15
1231, 15
1232, 15
1233, 14
1234, 14
1235, 14
1236, 14
1237, 15
1238, 16
1239, 12
1240, 10
1241, 10
1242, 14
1243, 14
1244, 14
1245, 14
1246, 14
1247, 15
1248, 15
1249, 13
1250, 13
1251, 12
1252, 10
1253, 12
1254, 17
1255, 17
1256, 8
1257, 10
1258, 11
1259, 15
1260, 18
1261, 18
1262, 16
1263, 16
1264, 12
1265, 15
1266, 21
1267, 11
1268, 9
1269, 9
1270, 9
1271, 9
1272, 9
1273, 12
1274, 12
1275, 12
1276, 11
1277, 13
1278, 13
1279, 13
1280, 14
1281, 13
1282, 10
1283, 10
1284, 10
1285, 10
1286, 10
1287, 9
1288, 11
1289, 11
1290, 11
1291, 9
1292, 7
1293, 14
1294, 14
1295, 10
1296, 12
1297, 12
1298, 15
1299, 8
1300, 17
1301, 17
1302, 14
1303, 14
1304, 13
1305, 14
1306, 14
1307, 13
1308, 12
1309, 10
1310, 9
1311, 13
1312, 17
1313, 7
1314, 15
1315, 14
1316, 19
1317, 19
1318, 19
1319, 19
1320, 19
1321, 19
1322, 11
1323, 11
1324, 12
1325, 11
1326, 11
1327, 11
1328, 11
1329, 12
1330, 12
1331, 10
1332, 10
1333, 9
1334, 8
1335, 9
1336, 10
1337, 10
1338, 7
1339, 7
1340, 9
1341, 10
1342, 12
1343, 12
1344, 13
1345, 11
1346, 11
1347, 10
1348, 14
1349, 11
1350, 11
1351, 13
1352, 11
1353, 15
1354, 15
1355, 10
1356, 15
1357, 15
1358, 8
1359, 8
1360, 8
1361, 10
1362, 14
1363, 16
1364, 11
1365, 8
1366, 8
1367, 8
1368, 9
1369, 10
1370, 10
1371, 8
1372, 9
1373, 19
1374, 19
1375, 19
1376, 19
1377, 16
1378, 12
1379, 12
1380, 11
1381, 11
1382, 11
1383, 9
1384, 10
1385, 11
1386, 14
1387, 14
1388, 14
1389, 15
1390, 14
1391, 15
1392, 17
1393, 17
1394, 15
1395, 15
1396, 19
1397, 12
1398, 10
1399, 16
1400, 14
1401, 14
1402, 14
1403, 14
1404, 14
1405, 14
1406, 15
1407, 15
1408, 14
1409, 10
1410, 10
1411, 16
1412, 17
1413, 17
1414, 18
1415, 18
1416, 19
1417, 13
1418, 13
1419, 14
1420, 13
1421, 12
1422, 12
1423, 14
1424, 14
1425, 14
1426, 14
1427, 15
1428, 15
1429, 20
1430, 20
1431, 20
1432, 20
1433, 13
1434, 13
1435, 15
1436, 9
1437, 15
1438, 11
1439, 13
1440, 13
1441, 14
1442, 14
1443, 13
1444, 13
1445, 16
1446, 18
1447, 17
1448, 16
1449, 13
1450, 16
1451, 16
1452, 16
1453, 10
1454, 8
1455, 11
1456, 15
1457, 12
1458, 13
1459, 11
1460, 11
1461, 11
1462, 9
1463, 12
1464, 12
1465, 13
1466, 13
1467, 15
1468, 13
1469, 9
1470, 11
1471, 11
1472, 12
1473, 12
1474, 12
1475, 12
1476, 13
1477, 14
1478, 13
1479, 13
1480, 14
1481, 15
1482, 14
1483, 17
1484, 18
1485, 17
1486, 17
1487, 19
1488, 19
1489, 14
1490, 10
1491, 10
1492, 10
1493, 10
1494, 10
1495, 10
1496, 10
1497, 17
1498, 17
1499, 18
1500, 18
1501, 18
1502, 20
1503, 18
1504, 17
1505, 12
1506, 12
1507, 12
1508, 13
1509, 13
1510, 13
1511, 20
1512, 20
1513, 20
1514, 20
1515, 19
1516, 14
1517, 15
1518, 14
1519, 13
1520, 13
1521, 16
1522, 17
1523, 14
1524, 15
1525, 11
1526, 11
1527, 11
1528, 11
1529, 12
1530, 11
1531, 12
1532, 12
1533, 12
1534, 12
1535, 12
1536, 12
1537, 16
1538, 12
1539, 12
1540, 11
1541, 11
1542, 11
1543, 14
1544, 19
1545, 18
1546, 12
1547, 11
1548, 11
1549, 12
1550, 13
1551, 13
1552, 14
1553, 12
1554, 15
1555, 15
1556, 16
1557, 9
1558, 14
1559, 11
1560, 12
1561, 14
1562, 9
1563, 11
1564, 17
1565, 17
1566, 17
1567, 9
1568, 8
1569, 12
1570, 12
1571, 12
1572, 13
1573, 14
1574, 15
1575, 13
1576, 13
1577, 13
1578, 13
1579, 13
1580, 13
1581, 13
1582, 13
1583, 13
1584, 11
1585, 13
1586, 11
1587, 11
1588, 11
1589, 11
1590, 11
1591, 11
1592, 11
1593, 8
1594, 11
1595, 11
1596, 10
1597, 10
1598, 6
1599, 6
1600, 8
1601, 13
1602, 13
1603, 15
1604, 14
1605, 14
1606, 14
1607, 7
1608, 8
1609, 14
1610, 14
1611, 14
1612, 6
1613, 6
1614, 6
1615, 11
1616, 11
1617, 10
1618, 8
1619, 8
1620, 9
1621, 11
1622, 14
1623, 15
1624, 15
1625, 14
1626, 14
1627, 14
1628, 14
1629, 14
1630, 16
1631, 16
1632, 16
1633, 14
1634, 14
1635, 10
1636, 11
1637, 13
1638, 21
1639, 11
1640, 14
1641, 15
1642, 14
1643, 14
1644, 13
1645, 13
1646, 13
1647, 12
1648, 13
1649, 13
1650, 13
1651, 12
1652, 13
1653, 13
1654, 17
1655, 15
1656, 15
1657, 12
1658, 9
1659, 13
1660, 13
1661, 8
1662, 11
1663, 7
1664, 7
1665, 20
1666, 14
1667, 14
1668, 12
1669, 12
1670, 15
1671, 16
1672, 16
1673, 16
1674, 11
1675, 11
1676, 11
1677, 14
1678, 12
1679, 10
1680, 10
1681, 10
1682, 10
1683, 12
1684, 13
1685, 13
1686, 18
1687, 12
1688, 10
1689, 10
1690, 10
1691, 8
1692, 12
1693, 12
1694, 13
1695, 13
1696, 13
1697, 9
1698, 9
1699, 9
1700, 11
1701, 9
1702, 11
1703, 11
1704, 15
1705, 12
1706, 12
1707, 12
1708, 12
1709, 12
1710, 12
1711, 12
1712, 12
1713, 15
1714, 15
1715, 13
1716, 13
1717, 14
1718, 15
1719, 13
1720, 11
1721, 9
1722, 9
1723, 9
1724, 12
1725, 11
1726, 11
1727, 10
1728, 11
1729, 13
1730, 13
1731, 13
1732, 12
1733, 15
1734, 17
1735, 14
1736, 14
1737, 13
1738, 13
1739, 13
1740, 13
1741, 14
1742, 14
1743, 13
1744, 14
1745, 12
1746, 13
1747, 12
1748, 18
1749, 18
1750, 18
1751, 17
1752, 17
1753, 17
1754, 17
1755, 17
1756, 14
1757, 13
1758, 13
1759, 13
1760, 13
1761, 13
1762, 10
1763, 10
1764, 10
1765, 10
1766, 10
1767, 10
1768, 10
1769, 14
1770, 14
1771, 13
1772, 12
1773, 13
1774, 10
1775, 13
1776, 10
1777, 10
1778, 10
1779, 10
1780, 11
1781, 9
1782, 9
1783, 9
1784, 9
1785, 10
1786, 10
1787, 10
1788, 10
1789, 12
1790, 18
1791, 14
1792, 13
1793, 13
1794, 14
1795, 13
1796, 11
1797, 14
1798, 9
1799, 8
1800, 11
1801, 14
1802, 10
1803, 10
1804, 11
1805, 7
1806, 7
1807, 13
1808, 13
1809, 11
1810, 13
1811, 13
1812, 14
1813, 13
1814, 11
1815, 16
1816, 12
1817, 12
1818, 13
1819, 16
1820, 12
1821, 14
1822, 11
1823, 17
1824, 16
1825, 13
1826, 13
1827, 10
1828, 10
1829, 9
1830, 9
1831, 12
1832, 11
1833, 14
1834, 17
1835, 17
1836, 16
1837, 22
1838, 20
1839, 15
1840, 12
1841, 14
1842, 14
1843, 12
1844, 12
1845, 12
1846, 12
1847, 14
1848, 10
1849, 9
1850, 16
1851, 11
1852, 11
1853, 17
1854, 17
1855, 17
1856, 16
1857, 17
1858, 17
1859, 10
1860, 10
1861, 12
1862, 17
1863, 15
1864, 15
1865, 15
1866, 15
1867, 12
1868, 11
1869, 11
1870, 11
1871, 12
1872, 11
1873, 11
1874, 11
1875, 10
1876, 10
1877, 11
1878, 13
1879, 12
1880, 12
1881, 8
1882, 8
1883, 8
1884, 8
1885, 8
1886, 9
1887, 16
1888, 17
1889, 19
1890, 19
1891, 21
1892, 16
1893, 16
1894, 13
1895, 13
1896, 10
1897, 15
1898, 15
1899, 10
1900, 11
1901, 12
1902, 15
1903, 20
1904, 19
1905, 12
1906, 15
1907, 17
1908, 17
1909, 11
1910, 11
1911, 9
1912, 12
1913, 15
1914, 15
1915, 15
1916, 15
1917, 10
1918, 12
1919, 12
1920, 12
1921, 12
1922, 13
1923, 13
1924, 18
1925, 11
1926, 11
1927, 13
1928, 13
1929, 13
1930, 13
1931, 13
1932, 13
1933, 12
1934, 12
1935, 12
1936, 15
1937, 18
1938, 18
1939, 18
1940, 18
1941, 13
1942, 14
1943, 14
1944, 13
1945, 13
1946, 13
1947, 12
1948, 14
1949, 16
1950, 15
1951, 15
1952, 12
1953, 12
1954, 12
1955, 19
1956, 15
1957, 15
1958, 15
1959, 13
1960, 13
1961, 12
1962, 12
1963, 13
